node,implementationID,data,time,towerID
2,6,12.1139,"2011-11-06 10:50:58",2
3,0,4.07059,"2011-11-06 10:50:58",3
3,6,12.1847,"2011-11-06 10:50:58",3
3,5,-8.56,"2011-11-06 10:50:58",3
3,1,3742.42,"2011-11-06 10:50:58",3
4,3,0.6862,"2011-11-06 10:50:58",1
4,2,106.061,"2011-11-06 10:50:58",1
4,4,0.7112,"2011-11-06 10:50:58",1
5,3,0.6502,"2011-11-06 10:50:58",2
5,2,2681.82,"2011-11-06 10:50:58",2
5,4,0.6847,"2011-11-06 10:50:58",2
6,3,0.7092,"2011-11-06 11:50:57",3
6,4,0.6617,"2011-11-06 11:50:57",3
6,2,22984.8,"2011-11-06 11:50:57",3
2,5,-5.05,"2011-11-06 11:50:58",2
2,1,201924,"2011-11-06 11:50:58",2
2,0,-25.5362,"2011-11-06 11:50:58",2
2,6,12.1541,"2011-11-06 11:50:58",2
3,1,204197,"2011-11-06 11:50:58",3
3,0,4.49467,"2011-11-06 11:50:58",3
3,6,12.2571,"2011-11-06 11:50:58",3
3,5,-4.94,"2011-11-06 11:50:58",3
4,2,16924.2,"2011-11-06 11:50:58",1
4,3,0.6962,"2011-11-06 11:50:58",1
4,4,0.7077,"2011-11-06 11:50:58",1
5,3,0.6482,"2011-11-06 11:50:58",2
5,4,0.6832,"2011-11-06 11:50:58",2
5,2,58742.4,"2011-11-06 11:50:58",2
5,2,101318,"2011-11-06 11:51:00",2
5,3,0.6732,"2011-11-06 11:51:00",2
5,4,0.6917,"2011-11-06 11:51:00",2
6,4,0.6577,"2011-11-06 11:51:00",3
6,2,46318.2,"2011-11-06 11:51:00",3
6,3,0.7082,"2011-11-06 11:51:00",3
2,6,14.7662,"2011-11-06 12:21:05",2
2,5,11.43,"2011-11-06 12:21:05",2
2,1,222530,"2011-11-06 12:21:05",2
2,0,4.18753,"2011-11-06 12:21:05",2
3,5,18.64,"2011-11-06 12:21:05",3
3,1,226470,"2011-11-06 12:21:05",3
3,0,1.94329,"2011-11-06 12:21:05",3
3,6,13.9524,"2011-11-06 12:21:05",3
4,3,0.6847,"2011-11-06 12:21:05",1
4,4,0.7032,"2011-11-06 12:21:05",1
4,2,79045.5,"2011-11-06 12:21:05",1
2,6,12.4421,"2011-11-06 12:50:58",2
2,5,7.1,"2011-11-06 12:50:58",2
2,1,220106,"2011-11-06 12:50:58",2
2,0,3.43431,"2011-11-06 12:50:58",2
3,5,11.55,"2011-11-06 12:50:58",3
3,1,223894,"2011-11-06 12:50:58",3
3,0,2.50329,"2011-11-06 12:50:58",3
3,6,12.8439,"2011-11-06 12:50:58",3
4,3,0.6762,"2011-11-06 12:50:58",1
4,4,0.7097,"2011-11-06 12:50:58",1
4,2,53893.9,"2011-11-06 12:50:58",1
5,2,196470,"2011-11-06 12:51:01",2
5,4,0.6827,"2011-11-06 12:51:01",2
5,3,0.6647,"2011-11-06 12:51:01",2
6,3,0.7122,"2011-11-06 12:51:01",3
6,4,0.6872,"2011-11-06 12:51:01",3
6,2,172227,"2011-11-06 12:51:01",3
2,6,14.5117,"2011-11-06 13:21:06",2
2,5,22.43,"2011-11-06 13:21:06",2
2,1,226621,"2011-11-06 13:21:06",2
2,0,2.23534,"2011-11-06 13:21:06",2
3,5,25.43,"2011-11-06 13:21:06",3
3,1,226621,"2011-11-06 13:21:06",3
3,0,-36.4931,"2011-11-06 13:21:06",3
3,6,14.561,"2011-11-06 13:21:06",3
4,2,120409,"2011-11-06 13:21:06",1
4,3,0.6877,"2011-11-06 13:21:06",1
4,4,0.7072,"2011-11-06 13:21:06",1
5,2,222379,"2011-11-06 13:51:02",2
5,3,0.6682,"2011-11-06 13:51:02",2
5,4,0.6702,"2011-11-06 13:51:02",2
6,2,199197,"2011-11-06 13:51:02",3
6,3,0.7162,"2011-11-06 13:51:02",3
6,4,0.6732,"2011-11-06 13:51:02",3
2,0,1.37603,"2011-11-06 14:21:07",2
2,6,14.5586,"2011-11-06 14:21:07",2
2,5,27.11,"2011-11-06 14:21:07",2
2,1,226924,"2011-11-06 14:21:07",2
3,6,14.1336,"2011-11-06 14:21:07",3
3,5,17.95,"2011-11-06 14:21:07",3
3,1,223288,"2011-11-06 14:21:07",3
3,0,1.74792,"2011-11-06 14:21:07",3
4,2,103894,"2011-11-06 14:21:07",1
4,4,0.7062,"2011-11-06 14:21:07",1
4,3,0.6907,"2011-11-06 14:21:07",1
5,4,0.6767,"2011-11-06 14:51:04",2
5,2,213288,"2011-11-06 14:51:04",2
5,3,0.6627,"2011-11-06 14:51:04",2
6,2,211015,"2011-11-06 14:51:04",3
6,3,0.7037,"2011-11-06 14:51:04",3
6,4,0.6537,"2011-11-06 14:51:04",3
2,0,0.973129,"2011-11-06 15:21:11",2
2,6,14.592,"2011-11-06 15:21:11",2
2,5,28.58,"2011-11-06 15:21:11",2
2,1,226015,"2011-11-06 15:21:11",2
3,6,14.7204,"2011-11-06 15:21:11",3
3,5,22.44,"2011-11-06 15:21:11",3
3,1,227076,"2011-11-06 15:21:11",3
3,0,0.809191,"2011-11-06 15:21:11",3
4,4,0.7057,"2011-11-06 15:21:11",1
4,2,74197,"2011-11-06 15:21:11",1
4,3,0.6927,"2011-11-06 15:21:11",1
5,3,0.6707,"2011-11-06 15:21:11",2
5,4,0.6792,"2011-11-06 15:21:11",2
5,2,211470,"2011-11-06 15:21:11",2
6,2,217076,"2011-11-06 15:51:00",3
6,3,0.7197,"2011-11-06 15:51:00",3
6,4,0.6732,"2011-11-06 15:51:00",3
2,1,225258,"2011-11-06 16:21:11",2
2,0,-0.0848279,"2011-11-06 16:21:11",2
2,6,14.6858,"2011-11-06 16:21:11",2
2,5,32.38,"2011-11-06 16:21:11",2
3,6,14.9377,"2011-11-06 16:21:11",3
3,5,27.87,"2011-11-06 16:21:11",3
3,1,224955,"2011-11-06 16:21:11",3
3,0,-0.267664,"2011-11-06 16:21:11",3
4,3,0.6937,"2011-11-06 16:21:11",1
4,4,0.7037,"2011-11-06 16:21:11",1
4,2,128136,"2011-11-06 16:21:11",1
5,3,0.6672,"2011-11-06 16:21:11",2
5,4,0.6847,"2011-11-06 16:21:11",2
5,2,211470,"2011-11-06 16:21:11",2
6,3,0.7092,"2011-11-06 16:51:01",3
6,2,214197,"2011-11-06 16:51:01",3
6,4,0.7187,"2011-11-06 16:51:01",3
2,5,13.44,"2011-11-06 17:21:12",2
2,1,225561,"2011-11-06 17:21:12",2
2,0,2.52492,"2011-11-06 17:21:12",2
2,6,13.3195,"2011-11-06 17:21:12",2
3,0,1.10143,"2011-11-06 17:21:12",3
3,6,14.2495,"2011-11-06 17:21:12",3
3,5,13.97,"2011-11-06 17:21:12",3
3,1,224955,"2011-11-06 17:21:12",3
4,3,0.6937,"2011-11-06 17:21:12",1
4,4,0.7137,"2011-11-06 17:21:12",1
4,2,72530.3,"2011-11-06 17:21:12",1
5,3,0.6577,"2011-11-06 17:21:12",2
5,4,0.6842,"2011-11-06 17:21:12",2
5,2,212227,"2011-11-06 17:21:12",2
6,3,0.7172,"2011-11-06 17:51:02",3
6,4,0.7202,"2011-11-06 17:51:02",3
6,2,161015,"2011-11-06 17:51:02",3
2,5,4.57,"2011-11-06 18:21:13",2
2,1,218894,"2011-11-06 18:21:13",2
2,0,3.8645,"2011-11-06 18:21:13",2
2,6,12.9043,"2011-11-06 18:21:13",2
3,0,1.08681,"2011-11-06 18:21:13",3
3,6,13.5974,"2011-11-06 18:21:13",3
3,5,5.16,"2011-11-06 18:21:13",3
3,1,217227,"2011-11-06 18:21:13",3
4,3,0.6757,"2011-11-06 18:21:13",1
4,2,25106.1,"2011-11-06 18:21:13",1
4,4,0.7067,"2011-11-06 18:21:13",1
5,3,0.6547,"2011-11-06 18:21:13",2
5,2,154955,"2011-11-06 18:21:13",2
5,4,0.6682,"2011-11-06 18:21:13",2
6,3,0.7177,"2011-11-06 18:51:03",3
6,4,0.7137,"2011-11-06 18:51:03",3
6,2,71166.7,"2011-11-06 18:51:03",3
2,5,13.36,"2011-11-06 19:21:18",2
2,1,214803,"2011-11-06 19:21:18",2
2,0,0.979213,"2011-11-06 19:21:18",2
2,6,13.0449,"2011-11-06 19:21:18",2
3,1,213894,"2011-11-06 19:21:18",3
3,0,-0.46274,"2011-11-06 19:21:18",3
3,6,14.4886,"2011-11-06 19:21:18",3
3,5,14.13,"2011-11-06 19:21:18",3
4,2,22681.8,"2011-11-06 19:21:18",1
4,3,0.6782,"2011-11-06 19:21:18",1
4,4,0.7062,"2011-11-06 19:21:18",1
5,4,0.6887,"2011-11-06 19:21:18",2
5,2,131470,"2011-11-06 19:21:18",2
5,3,0.6537,"2011-11-06 19:21:18",2
6,3,0.7192,"2011-11-06 19:51:04",3
6,4,0.7407,"2011-11-06 19:51:04",3
6,2,48439.4,"2011-11-06 19:51:04",3
2,6,12.6832,"2011-11-06 20:21:18",2
2,5,-1.2,"2011-11-06 20:21:18",2
2,1,1318.18,"2011-11-06 20:21:18",2
2,0,0.86201,"2011-11-06 20:21:18",2
3,5,-0.77,"2011-11-06 20:21:18",3
3,1,2075.76,"2011-11-06 20:21:18",3
3,0,2.02577,"2011-11-06 20:21:18",3
3,6,12.7498,"2011-11-06 20:21:18",3
4,3,0.6872,"2011-11-06 20:21:18",1
4,4,0.7162,"2011-11-06 20:21:18",1
4,2,106.061,"2011-11-06 20:21:18",1
5,2,1469.7,"2011-11-06 20:21:18",2
5,3,0.6682,"2011-11-06 20:21:18",2
5,4,0.6822,"2011-11-06 20:21:18",2
6,3,0.7217,"2011-11-06 20:51:04",3
6,2,106.061,"2011-11-06 20:51:04",3
6,4,0.7217,"2011-11-06 20:51:04",3
2,6,12.5962,"2011-11-06 21:21:18",2
2,5,-2.96,"2011-11-06 21:21:18",2
2,1,1166.67,"2011-11-06 21:21:18",2
2,0,2.98505,"2011-11-06 21:21:18",2
3,5,-3.16,"2011-11-06 21:21:18",3
3,1,257.576,"2011-11-06 21:21:18",3
3,0,2.72285,"2011-11-06 21:21:18",3
3,6,12.5397,"2011-11-06 21:21:18",3
4,3,0.6787,"2011-11-06 21:21:18",1
4,4,0.7112,"2011-11-06 21:21:18",1
4,2,106.061,"2011-11-06 21:21:18",1
5,2,560.606,"2011-11-06 21:21:18",2
5,3,0.6522,"2011-11-06 21:21:18",2
5,4,0.6892,"2011-11-06 21:21:18",2
6,4,0.7587,"2011-11-06 21:51:04",3
6,2,712.121,"2011-11-06 21:51:04",3
6,3,0.7112,"2011-11-06 21:51:04",3
2,6,12.5694,"2011-11-06 22:21:18",2
2,5,-4.28,"2011-11-06 22:21:18",2
2,1,1166.67,"2011-11-06 22:21:18",2
2,0,0.127128,"2011-11-06 22:21:18",2
3,5,-4.68,"2011-11-06 22:21:18",3
3,1,257.576,"2011-11-06 22:21:18",3
3,0,2.87948,"2011-11-06 22:21:18",3
3,6,12.4382,"2011-11-06 22:21:18",3
4,2,106.061,"2011-11-06 22:21:18",1
4,3,0.6842,"2011-11-06 22:21:18",1
4,4,0.7122,"2011-11-06 22:21:18",1
5,2,1318.18,"2011-11-06 22:21:18",2
5,3,0.6627,"2011-11-06 22:21:18",2
5,4,0.6867,"2011-11-06 22:21:18",2
6,2,106.061,"2011-11-06 22:51:04",3
6,3,0.7102,"2011-11-06 22:51:04",3
6,4,0.7427,"2011-11-06 22:51:04",3
2,0,4.7005,"2011-11-06 23:21:18",2
2,6,12.5091,"2011-11-06 23:21:18",2
2,5,-5.08,"2011-11-06 23:21:18",2
2,1,409.091,"2011-11-06 23:21:18",2
3,6,12.3948,"2011-11-06 23:21:18",3
3,5,-5.16,"2011-11-06 23:21:18",3
3,1,409.091,"2011-11-06 23:21:18",3
3,0,3.49966,"2011-11-06 23:21:18",3
4,2,106.061,"2011-11-06 23:21:18",1
4,3,0.6912,"2011-11-06 23:21:18",1
4,4,0.7117,"2011-11-06 23:21:18",1
5,2,1166.67,"2011-11-06 23:21:18",2
5,4,0.6697,"2011-11-06 23:21:18",2
5,3,0.6687,"2011-11-06 23:21:18",2
6,2,560.606,"2011-11-06 23:51:04",3
6,3,0.7022,"2011-11-06 23:51:04",3
6,4,0.7227,"2011-11-06 23:51:04",3
2,0,2.30829,"2011-11-07 00:21:18",2
2,6,12.5024,"2011-11-07 00:21:18",2
2,5,-4.72,"2011-11-07 00:21:18",2
2,1,106.061,"2011-11-07 00:21:18",2
3,6,12.373,"2011-11-07 00:21:18",3
3,5,-4.94,"2011-11-07 00:21:18",3
3,1,560.606,"2011-11-07 00:21:18",3
3,0,3.09273,"2011-11-07 00:21:18",3
4,4,0.7167,"2011-11-07 00:21:18",1
4,2,106.061,"2011-11-07 00:21:18",1
4,3,0.6822,"2011-11-07 00:21:18",1
5,3,0.6722,"2011-11-07 00:21:18",2
5,4,0.6787,"2011-11-07 00:21:18",2
5,2,106.061,"2011-11-07 00:21:18",2
6,2,106.061,"2011-11-07 00:51:04",3
6,3,0.7182,"2011-11-07 00:51:04",3
6,4,0.7462,"2011-11-07 00:51:04",3
2,1,712.121,"2011-11-07 01:21:18",2
2,0,5.01825,"2011-11-07 01:21:18",2
2,6,12.4957,"2011-11-07 01:21:18",2
2,5,-5.46,"2011-11-07 01:21:18",2
3,6,12.3223,"2011-11-07 01:21:18",3
3,5,-5.74,"2011-11-07 01:21:18",3
3,1,1015.15,"2011-11-07 01:21:18",3
3,0,3.76337,"2011-11-07 01:21:18",3
4,3,0.6867,"2011-11-07 01:21:18",1
4,4,0.7122,"2011-11-07 01:21:18",1
4,2,106.061,"2011-11-07 01:21:18",1
5,3,0.6387,"2011-11-07 01:21:18",2
5,4,0.6862,"2011-11-07 01:21:18",2
5,2,1318.18,"2011-11-07 01:21:18",2
6,2,106.061,"2011-11-07 01:51:04",3
6,3,0.7022,"2011-11-07 01:51:04",3
6,4,0.7422,"2011-11-07 01:51:04",3
2,5,-5.26,"2011-11-07 02:21:18",2
2,1,106.061,"2011-11-07 02:21:18",2
2,0,3.1094,"2011-11-07 02:21:18",2
2,6,12.5024,"2011-11-07 02:21:18",2
3,0,-2.71788,"2011-11-07 02:21:18",3
3,6,12.3078,"2011-11-07 02:21:18",3
3,5,-5.26,"2011-11-07 02:21:18",3
3,1,106.061,"2011-11-07 02:21:18",3
4,3,0.6987,"2011-11-07 02:21:18",1
4,4,0.7057,"2011-11-07 02:21:18",1
4,2,106.061,"2011-11-07 02:21:18",1
5,3,0.6627,"2011-11-07 02:21:18",2
5,4,0.6842,"2011-11-07 02:21:18",2
5,2,106.061,"2011-11-07 02:21:18",2
6,3,0.7002,"2011-11-07 02:51:04",3
6,4,0.7162,"2011-11-07 02:51:04",3
6,2,1166.67,"2011-11-07 02:51:04",3
2,5,-7.28,"2011-11-07 03:21:18",2
2,1,712.121,"2011-11-07 03:21:18",2
2,0,3.61558,"2011-11-07 03:21:18",2
2,6,12.4756,"2011-11-07 03:21:18",2
3,0,4.21102,"2011-11-07 03:21:18",3
3,6,12.2571,"2011-11-07 03:21:18",3
3,5,-7.3,"2011-11-07 03:21:18",3
3,1,560.606,"2011-11-07 03:21:18",3
4,3,0.6857,"2011-11-07 03:21:18",1
4,2,106.061,"2011-11-07 03:21:18",1
4,4,0.6987,"2011-11-07 03:21:18",1
5,3,0.6582,"2011-11-07 03:21:18",2
5,2,560.606,"2011-11-07 03:21:18",2
5,4,0.6897,"2011-11-07 03:21:18",2
6,4,0.7287,"2011-11-07 03:51:04",3
6,3,0.7157,"2011-11-07 03:51:04",3
6,2,712.121,"2011-11-07 03:51:04",3
2,5,-8.3,"2011-11-07 04:21:18",2
2,1,257.576,"2011-11-07 04:21:18",2
2,0,5.00101,"2011-11-07 04:21:18",2
2,6,12.4555,"2011-11-07 04:21:18",2
3,1,106.061,"2011-11-07 04:21:18",3
3,0,4.5155,"2011-11-07 04:21:18",3
3,6,12.2209,"2011-11-07 04:21:18",3
3,5,-8.32,"2011-11-07 04:21:18",3
4,2,106.061,"2011-11-07 04:21:18",1
4,3,0.6932,"2011-11-07 04:21:18",1
4,4,0.7012,"2011-11-07 04:21:18",1
5,3,0.6632,"2011-11-07 04:21:18",2
5,2,257.576,"2011-11-07 04:21:18",2
5,4,0.6697,"2011-11-07 04:21:18",2
6,3,0.7157,"2011-11-07 04:51:04",3
6,4,0.7337,"2011-11-07 04:51:04",3
6,2,257.576,"2011-11-07 04:51:04",3
2,6,12.4622,"2011-11-07 05:21:18",2
2,5,-7.23,"2011-11-07 05:21:18",2
2,1,560.606,"2011-11-07 05:21:18",2
2,0,4.96681,"2011-11-07 05:21:18",2
3,5,-7.46,"2011-11-07 05:21:18",3
3,1,712.121,"2011-11-07 05:21:18",3
3,0,4.32189,"2011-11-07 05:21:18",3
3,6,12.2426,"2011-11-07 05:21:18",3
4,3,0.6857,"2011-11-07 05:21:18",1
4,4,0.7102,"2011-11-07 05:21:18",1
4,2,106.061,"2011-11-07 05:21:18",1
5,2,1469.7,"2011-11-07 05:21:18",2
5,3,0.6752,"2011-11-07 05:21:18",2
5,4,0.6777,"2011-11-07 05:21:18",2
6,3,0.7167,"2011-11-07 05:51:04",3
6,2,1166.67,"2011-11-07 05:51:04",3
6,4,0.7467,"2011-11-07 05:51:04",3
2,6,12.422,"2011-11-07 06:21:18",2
2,5,-7.68,"2011-11-07 06:21:18",2
2,1,560.606,"2011-11-07 06:21:18",2
2,0,4.72929,"2011-11-07 06:21:18",2
3,5,-7.56,"2011-11-07 06:21:18",3
3,1,409.091,"2011-11-07 06:21:18",3
3,0,2.8573,"2011-11-07 06:21:18",3
3,6,12.2281,"2011-11-07 06:21:18",3
4,4,0.6982,"2011-11-07 06:21:18",1
4,3,0.6817,"2011-11-07 06:21:18",1
4,2,106.061,"2011-11-07 06:21:18",1
5,2,409.091,"2011-11-07 06:21:18",2
5,3,0.6522,"2011-11-07 06:21:18",2
5,4,0.6722,"2011-11-07 06:21:18",2
6,4,0.7667,"2011-11-07 06:51:04",3
6,2,560.606,"2011-11-07 06:51:04",3
6,3,0.6907,"2011-11-07 06:51:04",3
2,6,12.335,"2011-11-07 07:21:18",2
2,5,-10.34,"2011-11-07 07:21:18",2
2,1,560.606,"2011-11-07 07:21:18",2
2,0,5.25272,"2011-11-07 07:21:18",2
3,5,-10.72,"2011-11-07 07:21:18",3
3,1,106.061,"2011-11-07 07:21:18",3
3,0,2.52078,"2011-11-07 07:21:18",3
3,6,12.1484,"2011-11-07 07:21:18",3
4,2,106.061,"2011-11-07 07:21:18",1
4,3,0.6867,"2011-11-07 07:21:18",1
4,4,0.7102,"2011-11-07 07:21:18",1
5,2,1015.15,"2011-11-07 07:21:18",2
5,3,0.6577,"2011-11-07 07:21:18",2
5,4,0.6752,"2011-11-07 07:21:18",2
6,2,257.576,"2011-11-07 07:51:04",3
6,3,0.7222,"2011-11-07 07:51:04",3
6,4,0.7507,"2011-11-07 07:51:04",3
2,0,6.01801,"2011-11-07 08:21:18",2
2,6,12.3149,"2011-11-07 08:21:18",2
2,5,-8.47,"2011-11-07 08:21:18",2
2,1,257.576,"2011-11-07 08:21:18",2
3,6,12.1919,"2011-11-07 08:21:18",3
3,5,-8.68,"2011-11-07 08:21:18",3
3,1,409.091,"2011-11-07 08:21:18",3
3,0,-29.1223,"2011-11-07 08:21:18",3
4,2,106.061,"2011-11-07 08:21:18",1
4,3,0.6922,"2011-11-07 08:21:18",1
4,4,0.6972,"2011-11-07 08:21:18",1
5,2,409.091,"2011-11-07 08:21:18",2
5,3,0.6682,"2011-11-07 08:21:18",2
5,4,0.6872,"2011-11-07 08:21:18",2
6,2,560.606,"2011-11-07 08:51:04",3
6,4,0.7307,"2011-11-07 08:51:04",3
6,3,0.7032,"2011-11-07 08:51:04",3
2,0,5.62364,"2011-11-07 09:21:18",2
2,6,12.3082,"2011-11-07 09:21:18",2
2,5,-6.04,"2011-11-07 09:21:18",2
2,1,1015.15,"2011-11-07 09:21:18",2
3,6,12.2426,"2011-11-07 09:21:18",3
3,5,-6.35,"2011-11-07 09:21:18",3
3,1,863.636,"2011-11-07 09:21:18",3
3,0,-29.6404,"2011-11-07 09:21:18",3
4,2,106.061,"2011-11-07 09:21:18",1
4,3,0.6837,"2011-11-07 09:21:18",1
4,4,0.7077,"2011-11-07 09:21:18",1
5,3,0.6512,"2011-11-07 09:21:18",2
5,4,0.6747,"2011-11-07 09:21:18",2
5,2,409.091,"2011-11-07 09:21:18",2
6,2,409.091,"2011-11-07 09:51:04",3
6,3,0.7262,"2011-11-07 09:51:04",3
6,4,0.7342,"2011-11-07 09:51:04",3
2,1,93439.4,"2011-11-07 10:21:18",2
2,0,5.721,"2011-11-07 10:21:18",2
2,6,12.3149,"2011-11-07 10:21:18",2
2,5,-3.82,"2011-11-07 10:21:18",2
3,6,12.2861,"2011-11-07 10:21:18",3
3,5,-4.04,"2011-11-07 10:21:18",3
3,1,77984.9,"2011-11-07 10:21:18",3
3,0,4.84062,"2011-11-07 10:21:18",3
4,3,0.6942,"2011-11-07 10:21:18",1
4,4,0.7017,"2011-11-07 10:21:18",1
4,2,7530.3,"2011-11-07 10:21:18",1
5,3,0.6622,"2011-11-07 10:21:18",2
5,4,0.6852,"2011-11-07 10:21:18",2
5,2,42075.8,"2011-11-07 10:21:18",2
6,2,31621.2,"2011-11-07 10:51:04",3
6,3,0.7072,"2011-11-07 10:51:04",3
6,4,0.7302,"2011-11-07 10:51:04",3
2,5,3.61,"2011-11-07 11:21:18",2
2,1,222227,"2011-11-07 11:21:18",2
2,0,4.19055,"2011-11-07 11:21:18",2
2,6,12.5426,"2011-11-07 11:21:18",2
3,0,3.45929,"2011-11-07 11:21:18",3
3,6,12.5976,"2011-11-07 11:21:18",3
3,5,3.38,"2011-11-07 11:21:18",3
3,1,223591,"2011-11-07 11:21:18",3
4,3,0.6902,"2011-11-07 11:21:18",1
4,4,0.7017,"2011-11-07 11:21:18",1
4,2,59954.5,"2011-11-07 11:21:18",1
5,3,0.6647,"2011-11-07 11:21:18",2
5,4,0.6842,"2011-11-07 11:21:18",2
5,2,197379,"2011-11-07 11:21:18",2
6,3,0.7162,"2011-11-07 11:51:04",3
6,4,0.7487,"2011-11-07 11:51:04",3
6,2,109955,"2011-11-07 11:51:04",3
2,5,8.75,"2011-11-07 12:21:31",2
2,1,224197,"2011-11-07 12:21:31",2
2,0,3.66937,"2011-11-07 12:21:31",2
2,6,14.1232,"2011-11-07 12:21:31",2
3,0,1.96609,"2011-11-07 12:21:31",3
3,6,13.909,"2011-11-07 12:21:31",3
3,5,11.4,"2011-11-07 12:21:31",3
3,1,223742,"2011-11-07 12:21:31",3
4,3,0.6907,"2011-11-07 12:21:31",1
4,2,73136.4,"2011-11-07 12:21:31",1
4,4,0.7172,"2011-11-07 12:21:31",1
5,3,0.6607,"2011-11-07 12:21:31",2
5,2,209045,"2011-11-07 12:21:31",2
5,4,0.6807,"2011-11-07 12:21:31",2
6,3,0.7052,"2011-11-07 12:21:31",3
6,4,0.7097,"2011-11-07 12:21:31",3
6,2,146621,"2011-11-07 12:21:31",3
2,5,13.16,"2011-11-07 13:21:36",2
2,1,227833,"2011-11-07 13:21:36",2
2,0,3.06833,"2011-11-07 13:21:36",2
2,6,14.3442,"2011-11-07 13:21:36",2
3,1,225561,"2011-11-07 13:21:36",3
3,0,2.35029,"2011-11-07 13:21:36",3
3,6,14.0756,"2011-11-07 13:21:36",3
3,5,13.54,"2011-11-07 13:21:36",3
4,2,93136.4,"2011-11-07 13:21:36",1
4,3,0.6932,"2011-11-07 13:21:36",1
4,4,0.7142,"2011-11-07 13:21:36",1
5,4,0.6852,"2011-11-07 13:21:36",2
5,2,207227,"2011-11-07 13:21:36",2
5,3,0.6622,"2011-11-07 13:21:36",2
6,3,0.7097,"2011-11-07 13:21:36",3
6,4,0.7607,"2011-11-07 13:21:36",3
6,2,214652,"2011-11-07 13:21:36",3
2,6,14.3576,"2011-11-07 14:21:36",2
2,5,23.97,"2011-11-07 14:21:36",2
2,1,226015,"2011-11-07 14:21:36",2
2,0,1.04341,"2011-11-07 14:21:36",2
3,5,17.82,"2011-11-07 14:21:36",3
3,1,226015,"2011-11-07 14:21:36",3
3,0,1.08194,"2011-11-07 14:21:36",3
3,6,14.1118,"2011-11-07 14:21:36",3
4,4,0.7097,"2011-11-07 14:21:36",1
4,2,114197,"2011-11-07 14:21:36",1
4,3,0.6842,"2011-11-07 14:21:36",1
5,3,0.6577,"2011-11-07 14:21:36",2
5,4,0.6722,"2011-11-07 14:21:36",2
5,2,215106,"2011-11-07 14:21:36",2
6,3,0.7032,"2011-11-07 14:21:36",3
6,2,211773,"2011-11-07 14:21:36",3
6,4,0.7257,"2011-11-07 14:21:36",3
2,6,14.3911,"2011-11-07 15:21:36",2
2,5,27.14,"2011-11-07 15:21:36",2
2,1,225712,"2011-11-07 15:21:36",2
2,0,1.0705,"2011-11-07 15:21:36",2
3,5,18.62,"2011-11-07 15:21:36",3
3,1,226773,"2011-11-07 15:21:36",3
3,0,1.46881,"2011-11-07 15:21:36",3
3,6,14.177,"2011-11-07 15:21:36",3
4,3,0.6847,"2011-11-07 15:21:36",1
4,4,0.7047,"2011-11-07 15:21:36",1
4,2,79954.5,"2011-11-07 15:21:36",1
5,2,212379,"2011-11-07 15:21:36",2
5,4,0.6732,"2011-11-07 15:21:36",2
5,3,0.6657,"2011-11-07 15:21:36",2
6,4,0.7292,"2011-11-07 15:21:36",3
6,2,215106,"2011-11-07 15:21:36",3
6,3,0.7007,"2011-11-07 15:21:36",3
2,6,14.6389,"2011-11-07 16:21:36",2
2,5,28.8,"2011-11-07 16:21:36",2
2,1,223591,"2011-11-07 16:21:36",2
2,0,1.33227,"2011-11-07 16:21:36",2
3,5,25.16,"2011-11-07 16:21:36",3
3,1,224803,"2011-11-07 16:21:36",3
3,0,0.646894,"2011-11-07 16:21:36",3
3,6,14.3581,"2011-11-07 16:21:36",3
4,2,51621.2,"2011-11-07 16:21:36",1
4,3,0.6852,"2011-11-07 16:21:36",1
4,4,0.7092,"2011-11-07 16:21:36",1
5,2,212682,"2011-11-07 16:21:36",2
5,3,0.6502,"2011-11-07 16:21:36",2
5,4,0.6772,"2011-11-07 16:21:36",2
6,3,0.7052,"2011-11-07 16:21:36",3
6,4,0.7482,"2011-11-07 16:21:36",3
6,2,212227,"2011-11-07 16:21:36",3
2,0,1.6038,"2011-11-07 17:21:37",2
2,6,14.3911,"2011-11-07 17:21:37",2
2,5,26.2,"2011-11-07 17:21:37",2
2,1,224197,"2011-11-07 17:21:37",2
3,6,14.3509,"2011-11-07 17:21:37",3
3,5,23.9,"2011-11-07 17:21:37",3
3,1,224348,"2011-11-07 17:21:37",3
3,0,-36.1718,"2011-11-07 17:21:37",3
4,2,41318.2,"2011-11-07 17:21:37",1
4,3,0.6917,"2011-11-07 17:21:37",1
4,4,0.7077,"2011-11-07 17:21:37",1
5,2,199197,"2011-11-07 17:21:37",2
5,3,0.6532,"2011-11-07 17:21:37",2
5,4,0.6862,"2011-11-07 17:21:37",2
6,2,136924,"2011-11-07 17:21:37",3
6,3,0.7207,"2011-11-07 17:21:37",3
6,4,0.7357,"2011-11-07 17:21:37",3
2,0,1.74551,"2011-11-07 18:21:39",2
2,6,13.5204,"2011-11-07 18:21:39",2
2,5,22.9,"2011-11-07 18:21:39",2
2,1,221773,"2011-11-07 18:21:39",2
3,6,14.3654,"2011-11-07 18:21:39",3
3,5,22.51,"2011-11-07 18:21:39",3
3,1,219803,"2011-11-07 18:21:39",3
3,0,0.0177573,"2011-11-07 18:21:39",3
4,2,28439.4,"2011-11-07 18:21:39",1
4,3,0.6817,"2011-11-07 18:21:39",1
4,4,0.7072,"2011-11-07 18:21:39",1
5,3,0.6607,"2011-11-07 18:21:39",2
5,4,0.6777,"2011-11-07 18:21:39",2
